Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
seashell-sorbet-earrings,Seashell Sorbet Earrings,"<p data-start=""38"" data-end=""270"">Add a playful coastal charm to your everyday look with the Seashell Sorbet Earrings. Featuring dreamy pastel shell-inspired charms paired with elegant golden hoops, these earrings are the perfect mix of cute, luxe, and summer-ready.</p>
<p data-start=""272"" data-end=""426"">Inspired by ocean treasures and soft sunset shades, they instantly brighten any outfit — from beach vacations to brunch dates and casual everyday styling.</p>
<p data-start=""428"" data-end=""588"">✨ Anti-tarnish<br data-start=""442"" data-end=""445"">✨ Lightweight &amp; comfortable<br data-start=""472"" data-end=""475"">✨ Waterproof &amp; everyday wear friendly<br data-start=""512"" data-end=""515"">✨ 18K gold plated on stainless steel<br data-start=""551"" data-end=""554"">✨ Hypoallergenic &amp; skin friendly</p>
<p data-start=""590"" data-end=""649"" data-is-last-node="""" data-is-only-node="""">A little piece of the ocean with a sweet pastel twist. 🌊💖</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Jewellery,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,1099.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7645.png?v=1779452793,1,"",false,,,,,,,,,,,,,,,,,kg,,450.00,active
seashell-sorbet-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7644.png?v=1779452794,2,"",,,,,,,,,,,,,,,,,,,,,
ocean-muse-layered-necklace,Ocean Muse Layered Necklace,"<p data-start=""35"" data-end=""291"">Bring effortless coastal elegance to your everyday style with the Ocean Muse Layered Necklace. Designed with delicate pearl detailing, dainty golden chains, and a charming starfish pendant, this piece captures the beauty of sunlit shores and ocean breezes.</p>
<p data-start=""293"" data-end=""431"">Perfect for layering lovers, beach vacations, brunch dates, and dreamy summer outfits, this necklace adds a soft luxe touch to every look.</p>
<p data-start=""433"" data-end=""593"">✨ Anti-tarnish<br data-start=""447"" data-end=""450"">✨ Lightweight &amp; comfortable<br data-start=""477"" data-end=""480"">✨ Waterproof &amp; everyday wear friendly<br data-start=""517"" data-end=""520"">✨ 18K gold plated on stainless steel<br data-start=""556"" data-end=""559"">✨ Hypoallergenic &amp; skin friendly</p>
<p data-start=""595"" data-end=""675"" data-is-last-node="""" data-is-only-node="""">A timeless piece made for the girls who love soft glam with a seaside soul. 🌊🤍</p>",House of Yeashi,Apparel & Accessories > Jewelry,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7642.png?v=1779451779,1,"",false,,,,,,,,,,,unisex,,,,,,kg,,450.00,active
serpentina-layered-necklace,Serpentina Layered Necklace,"<p data-start=""417"" data-end=""743"">Elevate your everyday look with our <strong data-start=""453"" data-end=""484"">Serpentina Layered Necklace</strong> — a delicate double-layered design featuring a sparkling solitaire charm paired with an elegant serpent pendant. Crafted for the modern girl who loves minimal glamour with a bold twist, this piece adds the perfect statement to both casual and dressy outfits.</p>
<p data-start=""745"" data-end=""840"">✨ Anti-tarnish<br data-start=""759"" data-end=""762"">✨ Waterproof<br data-start=""774"" data-end=""777"">✨ Hypoallergenic<br data-start=""793"" data-end=""796"">✨ 18K Gold Plated<br data-start=""813"" data-end=""816"">✨ Stainless Steel Base</p>
<p data-start=""842"" data-end=""894"" data-is-last-node="""" data-is-only-node="""">Perfect for layering lovers and everyday styling. 💛</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Jewellery,"Jewellery, Necklace",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7509.png?v=1779352694,1,"",false,,,,,,,,,,,,,,,,,kg,,150.00,active
serpentina-layered-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/87660644-078B-40F4-B012-57E1BEDD67DE.png?v=1779352705,2,"",,,,,,,,,,,,,,,,,,,,,
untitled-may15_09-54-42,Untitled May15_09:54:42,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
rainbow-bagutte-stack,Rainbow bagutte adjustable stack,"<p>wristful of colour. Our Rainbow Baguette Stack (set of 3) Bracelet features crystal-clear baguette stones set in a sleek row, arranged in a spectrum of shades that catch the light with every movement. Bold enough to stand alone, refined enough to stack with your everyday favourites.</p>
<p>Its openable bracelet fits all sizes</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","bracelet, Jewellery, Necklace",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7169.jpg?v=1778683409,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
untitled-may2_22-24,Untitled May2_22:24,"<p>Inspired by vintage cameo brooches, this statement stud sets a luminous baroque pearl within a hand-textured gold frame of twisted rope and scalloped edges. Substantial without being heavy, it brings instant polish to a linen shirt and quiet glamour to an evening sari. A piece that feels found rather than bought.</p>
<p> </p>
<p>Handle pearls with love.</p>
<p> </p>",House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
pearl-necklace,Pearl Necklace,"<p>A pearl, a sparkle, a story ✨</p>
<p>The Pearl Necklace is the piece that quietly takes over the room. A crystal kissing a baroque pearl — soft, luminous, slightly imperfect in the way real things are. The kind of necklace your daughter will steal one day.</p>
<p>✨ Why you'll love it<br>• Anti-tarnish 316L stainless steel — won't turn green, won't fade, won't quit on you<br>• Waterproof, sweatproof, sleep-in-it proof<br>• Hypoallergenic — safe for sensitive skin<br>• The baroque pearl means no two pieces are exactly alike</p>
<p>📏 The details<br>• Material: 316L stainless steel with PVD gold plating<br>• Lobster clasp closure</p>
<p>💌 Care<br>Wipe with a soft cloth after wearing. Store in the pouch we send with it. That's it.</p>
<p>Ships pan-India in 2–3 business days.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Jewellery,"",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/6F17B6FD-603D-4646-B698-51441922BDCD.jpg?v=1777376520,1,"",false,,,,adults,,gold,,stainless-steel; gold-plated,imitation-jewelry,pendant,female,,,,,,kg,,,active
pearl-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/04B52EF7-2CC5-48F6-AFA7-2D7589C98B22.jpg?v=1777376521,2,"",,,,,,,,,,,,,,,,,,,,,
bow-necklace,Bow Necklace,"<p>A little bow, a lot of grace ✨</p>
<p>✨ Why you'll love it<br>• Anti-tarnish 316L stainless steel — won't turn green, won't fade, won't quit on you<br>• Waterproof, sweatproof, sleep-in-it proof<br>• Hypoallergenic — safe for sensitive skin</p>
<p>📏 The details<br>• Material: 316L stainless steel with PVD gold plating<br>• Lobster clasp closure</p>
<p>💌 Care<br>Wipe with a soft cloth after wearing. Store in the pouch we send with it. That's it.</p>
<p>Ships pan-India in 2–3 business days</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Jewellery,"BOGO, Jewellery, Necklace",true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0169.png?v=1782746749,1,"",false,,,,,,,,,,,,,,,,,kg,,0.00,active
bow-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0168.png?v=1782746749,2,"",,,,,,,,,,,,,,,,,,,,,
saagar-necklace,Ocean Necklace,"<p>A piece of the sea, on you ✨</p>
<p>The Ocean Necklace is the kind of piece that catches eyes across a room. A soft aqua stone set in warm gold — the colour of summer holidays and slow afternoons.</p>
<p>✨ Why you'll love it<br>• Anti-tarnish 316L stainless steel — won't turn green, won't fade, won't quit on you<br>• Waterproof, sweatproof, sleep-in-it proof<br>• Hypoallergenic — safe for sensitive skin<br>• The aqua stone catches light differently in every room</p>
<p>📏 The details<br>• Material: 316L stainless steel with PVD gold plating<br>• Lobster clasp closure</p>
<p>💌 Care<br>Wipe with a soft cloth after wearing. Store in the pouch we send with it. That's it.</p>
<p>Ships pan-India in 2–3 business days.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,"","Jewellery, Necklace",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,450.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0134.png?v=1782741679,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
saagar-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0135.png?v=1782741680,2,"",,,,,,,,,,,,,,,,,,,,,
teen-pari-necklace,Stella Luxe Trinity Necklace,"<p>Three rings, one wish ✨</p>
<p>The Teen Pari Necklace is for the girl who can't pick just one. Three crystal-studded rings, threaded on a delicate chain — they shift, they shimmer, they refuse to sit still.</p>
<p>✨ Why you'll love it<br>• Anti-tarnish 316L stainless steel — won't turn green, won't fade, won't quit on you<br>• Waterproof, sweatproof, sleep-in-it proof<br>• Hypoallergenic — safe for sensitive skin</p>
<p>📏 The details<br>• Material: 316L stainless steel with PVD gold plating<br>• Lobster clasp closure</p>
<p>💌 Care<br>Wipe with a soft cloth after wearing. Store in the pouch we send with it. That's it.</p>
<p>Ships pan-India in 2–3 business days. </p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,"Jewellery, Necklace",true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0141.png?v=1782743150,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
teen-pari-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0140_c55e5f1a-180c-492f-abb5-27e341b8a802.png?v=1782743149,2,"",,,,,,,,,,,,,,,,,,,,,
lakeer-necklace,Lakeer Necklace,"<p>A delicate line that holds it all together ✨</p>
<p>The Aria Spark necklace  is the piece you wear when you want to feel put-together without trying. A smooth curved bar finished with a single crystal — quiet, confident, hard to miss.</p>
<p>💌 Care<br>Wipe with a soft cloth after wearing. Store in the pouch we send with it. That's it.</p>
<p>Ships pan-India in 2–3 business days</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,"","Jewellery, Necklace",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,350.00,500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0171_194354b1-106e-4f7b-ba40-f4b1e373d419.png?v=1782749449,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
lakeer-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0172.png?v=1782749449,2,"",,,,,,,,,,,,,,,,,,,,,
untitled-mar6_19-04,Love Nail Bracelet,"<p data-start=""798"" data-end=""947"">• 18K gold plated stainless steel<br data-start=""831"" data-end=""834"">• Anti-tarnish &amp; water-resistant<br data-start=""866"" data-end=""869"">• Elegant flower design<br data-start=""892"" data-end=""895"">• Thin and lightweight bracelet<br data-start=""926"" data-end=""929"">• Regular size fit</p>
<h3 data-start=""949"" data-end=""967"">Jewellery Care</h3>
<p data-start=""968"" data-end=""1100"">To maintain the shine and lustre, avoid contact with <strong data-start=""1021"" data-end=""1062"">perfume, lotions, and harsh chemicals</strong>. Store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,Bracelet,bracelet,false,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/756D24D9-3F01-41D6-A66D-F2ECE7A7EA55.jpg?v=1772804218,1,"",false,,,,,cuff,golden,,gold-plated; stainless-steel,,,,,,,,,kg,,,draft
cartier-diamond-nail-studded,Love Diamond Nail Bracelet,"<p data-start=""798"" data-end=""947"">• 18K gold plated stainless steel<br data-start=""831"" data-end=""834"">• Anti-tarnish &amp; water-resistant<br data-start=""866"" data-end=""869"">• Elegant flower design<br data-start=""892"" data-end=""895"">• Thin and lightweight bracelet<br data-start=""926"" data-end=""929"">• Regular size fit</p>
<h3 data-start=""949"" data-end=""967"">Jewellery Care</h3>
<p data-start=""968"" data-end=""1100"">To maintain the shine and lustre, avoid contact with <strong data-start=""1021"" data-end=""1062"">perfume, lotions, and harsh chemicals</strong>. Store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,Bracelet,bracelet,true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,450.00,700.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/B8C144F4-49C1-4E87-B383-03E707DD6A07.jpg?v=1772803983,1,"",false,,,,,,golden; geometric,,,,,,,,,,,kg,,140.00,active
cartier-diamond-nail-studded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/12A4A577-25B0-4577-A103-5168B92FC10B.jpg?v=1772803982,2,"",,,,,,,,,,,,,,,,,,,,,
twilight-wrap-bracelet,Twilight Wrap Bracelet,"<p data-start=""798"" data-end=""947"">• 18K gold plated stainless steel<br data-start=""831"" data-end=""834"">• Anti-tarnish &amp; water-resistant<br data-start=""866"" data-end=""869"">• Elegant flower design<br data-start=""892"" data-end=""895"">• Thin and lightweight bracelet<br data-start=""926"" data-end=""929"">• Regular size fit</p>
<h3 data-start=""949"" data-end=""967"">Jewellery Care</h3>
<p data-start=""968"" data-end=""1100"">To maintain the shine and lustre, avoid contact with <strong data-start=""1021"" data-end=""1062"">perfume, lotions, and harsh chemicals</strong>. Store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","bangle, bracelet, Jewellery",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,575.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/BCAA9428-1004-4BDA-95BF-587DA6118730.jpg?v=1772803839,1,"",false,,,,,,,,,,,,,,,,,kg,,176.00,active
twilight-wrap-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/E44B2189-7258-4EC0-AB80-C34BEAA67191.jpg?v=1772803839,2,"",,,,,,,,,,,,,,,,,,,,,
swarovski-oval-crystal-bracelet,Swarovski Oval Crystal Bracelet,"<p data-start=""798"" data-end=""947"">• 18K gold plated stainless steel<br data-start=""831"" data-end=""834"">• Anti-tarnish &amp; water-resistant<br data-start=""866"" data-end=""869"">• Elegant flower design<br data-start=""892"" data-end=""895"">• Thin and lightweight bracelet<br data-start=""926"" data-end=""929"">• Regular size fit</p>
<h3 data-start=""949"" data-end=""967"">Jewellery Care</h3>
<p data-start=""968"" data-end=""1100"">To maintain the shine and lustre, avoid contact with <strong data-start=""1021"" data-end=""1062"">perfume, lotions, and harsh chemicals</strong>. Store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","bangle, bracelet, Jewellery",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/0E4B44DE-E633-4FA1-9F08-8C11A42A92A1.jpg?v=1772803580,1,"",false,,,,,,,,,,,,,,,,,kg,,352.00,active
golden-bloom-bracelet,Golden Bloom Bracelet,"<p data-start=""798"" data-end=""947"">• 18K gold plated stainless steel<br data-start=""831"" data-end=""834"">• Anti-tarnish &amp; water-resistant<br data-start=""866"" data-end=""869"">• Elegant flower design<br data-start=""892"" data-end=""895"">• Thin and lightweight bracelet<br data-start=""926"" data-end=""929"">• Regular size fit</p>
<h3 data-section-id=""fkq75s"" data-start=""949"" data-end=""967"">Jewellery Care</h3>
<p data-start=""968"" data-end=""1100"">To maintain the shine and lustre, avoid contact with <strong data-start=""1021"" data-end=""1062"">perfume, lotions, and harsh chemicals</strong>. Store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_55.heic?v=1772802935,1,"",false,,,,adults,beaded; chain,floral; golden; geometric,,gold-plated; stainless-steel,imitation-jewelry; demi-fine-jewellery,,female,,,,,,kg,,145.00,active
cartier-bracelet,Love Baby Size Bracelet,"<p data-start=""998"" data-end=""1163"">• 18K gold plated stainless steel<br data-start=""1043"" data-end=""1046"">• Anti-tarnish &amp; water-resistant<br data-start=""1078"" data-end=""1081"">• Dot design detailing<br data-start=""1103"" data-end=""1106"">• Regular size bracelet<br data-start=""1129"" data-end=""1132"">• Lightweight and comfortable</p>
<p data-start=""1165"" data-end=""1310""><strong data-start=""1165"" data-end=""1183"">Jewellery Care</strong><br data-start=""1183"" data-end=""1186"">Avoid direct contact with <strong data-start=""1212"" data-end=""1253"">perfume, lotions, and harsh chemicals</strong> to maintain its shine. Store in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,4,deny,manual,450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_59.heic?v=1772802806,1,"",false,,,,adults,bangle,gold; dots,,gold-plated; stainless-steel,imitation-jewelry; demi-fine-jewellery,,unisex,,,,,,kg,,60.00,active
golden-dots-bracelet,Golden Dots Bracelet,"<p data-start=""998"" data-end=""1163"">• 18K gold plated stainless steel<br data-start=""1043"" data-end=""1046"">• Anti-tarnish &amp; water-resistant<br data-start=""1078"" data-end=""1081"">• Dot design detailing<br data-start=""1103"" data-end=""1106"">• Regular size bracelet<br data-start=""1129"" data-end=""1132"">• Lightweight and comfortable</p>
<p data-start=""1165"" data-end=""1310""><strong data-start=""1165"" data-end=""1183"">Jewellery Care</strong><br data-start=""1183"" data-end=""1186"">Avoid direct contact with <strong data-start=""1212"" data-end=""1253"">perfume, lotions, and harsh chemicals</strong> to maintain its shine. Store in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,575.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_53.heic?v=1772796380,1,"",false,,,,adults,beaded,dots; golden; geometric,,gold-plated; stainless-steel,imitation-jewelry; demi-fine-jewellery,,unisex,,,,,,kg,,,active
luxe-open-cuff-bracelet,Luxe Open Cuff Bracelet,"<p data-start=""615"" data-end=""748"">• 18K gold plated stainless steel<br data-start=""648"" data-end=""651"">• Anti-tarnish &amp; water-resistant<br data-start=""683"" data-end=""686"">• Free size / adjustable fit<br data-start=""714"" data-end=""717"">• Lightweight and comfortable</p>
<p data-start=""770"" data-end=""895"">To maintain the shine and lustre, keep away from <strong data-start=""819"" data-end=""860"">perfume, lotions, and harsh chemicals</strong>. Store in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_26.heic?v=1772801921,1,"",false,,,,adults,cuff; bangle,gold; geometric,,gold-plated; stainless-steel,imitation-jewelry; demi-fine-jewellery,,female,,,,,,kg,,60.00,active
trinity-heart-bracelet,Trinity Heart Bracelet,"<p data-start=""556"" data-end=""719"">• 18K gold plated stainless steel<br data-start=""601"" data-end=""604"">• Anti-tarnish &amp; water-resistant<br data-start=""636"" data-end=""639"">• Trinity heart design<br data-start=""661"" data-end=""664"">• Regular size bracelet<br data-start=""687"" data-end=""690"">• Lightweight and comfortable</p>
<p data-start=""721"" data-end=""816"">Jewellery Care: Keep away from <strong data-start=""752"" data-end=""793"">perfume, lotions, and harsh chemicals</strong> to maintain its shine.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,Bracelet,bracelet,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_03.heic?v=1772796380,1,"",false,,,,adults,beaded,geometric; gold,,gold-plated; stainless-steel,imitation-jewelry; demi-fine-jewellery,,unisex,,,,,,kg,,148.00,active
elara-crystal-bracelet,Elara Crystal Openable Bracelet,"<p data-start=""1336"" data-end=""1504"">• 18K gold plated stainless steel<br data-start=""1381"" data-end=""1384"">• Anti-tarnish &amp; water-resistant<br data-start=""1416"" data-end=""1419"">• Crystal stone detailing<br data-start=""1444"" data-end=""1447"">• Regular size bracelet<br data-start=""1470"" data-end=""1473"">• Lightweight and comfortable</p>
<p data-start=""1506"" data-end=""1652"">Jewellery Care: Avoid direct contact with <strong data-start=""1548"" data-end=""1589"">perfume, lotions, and harsh chemicals</strong> to maintain its shine and store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG_2425.png?v=1772799476,1,"",false,,,,adults,bangle,geometric; gold,,gold-plated; stainless-steel,imitation-jewelry; demi-fine-jewellery,,female,,,,,,kg,,,active
elara-crystal-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_0_6.heic?v=1772801226,2,"",,,,,,,,,,,,,,,,,,,,,
aurora-curve-bracelet,Aurora Curve Bracelet,"<p data-start=""657"" data-end=""827"">• 18K gold plated stainless steel<br data-start=""704"" data-end=""707"">• Anti-tarnish &amp; water-resistant<br data-start=""739"" data-end=""742"">• Elegant stone detailing<br data-start=""767"" data-end=""770"">• Regular size bracelet<br data-start=""793"" data-end=""796"">• Lightweight and comfortable</p>
<p data-start=""829"" data-end=""989""><strong data-start=""829"" data-end=""847"">Jewellery Care</strong><br data-start=""847"" data-end=""850"">To maintain its shine and lustre, avoid direct contact with <strong data-start=""910"" data-end=""951"">perfume, lotions, and harsh chemicals</strong>. Store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","bangle, bracelet, Jewellery",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_23.heic?v=1772796380,1,"",false,,,,adults,bangle,gold; geometric,,gold-plated; stainless-steel,imitation-jewelry; demi-fine-jewellery,,female,,,,,,kg,,,active
aurora-curve-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_33.heic?v=1772796380,2,"",,,,,,,,,,,,,,,,,,,,,
luxe-chain-bracelet,Luxe Chain Bracelet,"<div class=""flex flex-col text-sm pb-25"">
<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-69aa92e1-dabc-83a3-9e14-024b0a1e0cfe-18"" data-testid=""conversation-turn-62"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:var(--thread-content-margin-xs,calc(var(--spacing)*4))] @w-sm/main:[--thread-content-margin:var(--thread-content-margin-sm,calc(var(--spacing)*6))] @w-lg/main:[--thread-content-margin:var(--thread-content-margin-lg,calc(var(--spacing)*16))] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col gap-4 grow"">
<div data-message-author-role=""assistant"" data-message-id=""9ab1c0c9-69ab-4400-8f7a-24f704cf7d90"" dir=""auto"" data-message-model-slug=""gpt-5-3"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"">
<div class=""flex w-full flex-col gap-1 empty:hidden"">
<div class=""markdown prose dark:prose-invert w-full wrap-break-word light markdown-new-styling"">
<p data-start=""1482"" data-end=""1646"">• 18K gold plated stainless steel<br data-start=""1529"" data-end=""1532"">• Anti-tarnish &amp; water-resistant<br data-start=""1588"" data-end=""1591"">• Regular size bracelet<br data-start=""1614"" data-end=""1617"">• Comfortable everyday wear</p>
<p data-start=""1648"" data-end=""1788""><strong data-start=""1648"" data-end=""1666"">Jewellery Care</strong><br data-start=""1666"" data-end=""1669"">Keep away from <strong data-start=""1684"" data-end=""1725"">perfume, lotions, and harsh chemicals</strong> to maintain the shine and store it in a pouch when not in use.</p>
<br>
</div>
</div>
</div>
</div>
<div class=""mt-3 w-full empty:hidden""><br></div>
</div>
</div>
</article>
</div>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_72.heic?v=1772796381,1,"",false,,,,adults,chain,geometric; gold,,gold-plated; stainless-steel,imitation-jewelry,,unisex,,,,,,kg,,,active
